ts,row_index,level,stage,idsbr,nama,match_value,note,screenshot
20251210_164142,110,OK,OPEN_TAB,14362782,PERDAGANGAN ECERAN SEMBAKO <INEL> <NAAZIAH>,14362782,Tab form baru terdeteksi (event page).,
20251210_164142,110,OK,FINAL_SKIP,14362782,PERDAGANGAN ECERAN SEMBAKO <INEL> <NAAZIAH>,14362782,CODE:FINAL_ALREADY_SUBMITTED Dilewati: form sudah final (tombol Cancel Submit terlihat).,
20251210_164149,111,OK,OPEN_TAB,15178212,INDUSTRI PENGOLAHAN KOPRA <ALYASIR> <ALIYASIR>,15178212,Tab form baru terdeteksi (event page).,
20251210_164208,111,OK,FILL,15178212,INDUSTRI PENGOLAHAN KOPRA <ALYASIR> <ALIYASIR>,15178212,"Form terisi (update=9, skip=9)",
20251210_164214,111,OK,SUBMIT,15178212,INDUSTRI PENGOLAHAN KOPRA <ALYASIR> <ALIYASIR>,15178212,Submit final sukses,
20251210_164215,111,OK,ROW_DONE,15178212,INDUSTRI PENGOLAHAN KOPRA <ALYASIR> <ALIYASIR>,15178212,Baris selesai diproses,
20251210_164222,112,OK,OPEN_TAB,16690236,INDUSTRI PENGOLAHAN KOPRA <ANWAR> <ANWAR>,16690236,Tab form baru terdeteksi (event page).,
20251210_164241,112,OK,FILL,16690236,INDUSTRI PENGOLAHAN KOPRA <ANWAR> <ANWAR>,16690236,"Form terisi (update=9, skip=9)",
20251210_164247,112,OK,SUBMIT,16690236,INDUSTRI PENGOLAHAN KOPRA <ANWAR> <ANWAR>,16690236,Submit final sukses,
20251210_164248,112,OK,ROW_DONE,16690236,INDUSTRI PENGOLAHAN KOPRA <ANWAR> <ANWAR>,16690236,Baris selesai diproses,
20251210_164255,113,OK,OPEN_TAB,16597359,USAHA JUAL BELI IKAN <ROMI> <ASROMI>,16597359,Tab form baru terdeteksi (event page).,
20251210_164315,113,OK,FILL,16597359,USAHA JUAL BELI IKAN <ROMI> <ASROMI>,16597359,"Form terisi (update=9, skip=9)",
20251210_164321,113,OK,SUBMIT,16597359,USAHA JUAL BELI IKAN <ROMI> <ASROMI>,16597359,Submit final sukses,
20251210_164322,113,OK,ROW_DONE,16597359,USAHA JUAL BELI IKAN <ROMI> <ASROMI>,16597359,Baris selesai diproses,
20251210_164329,114,OK,OPEN_TAB,16678366,INDUSTRI PENGOLAHAN KOPRA <HANAPI> <LA ADE HANAPI>,16678366,Tab form baru terdeteksi (event page).,
20251210_164349,114,OK,FILL,16678366,INDUSTRI PENGOLAHAN KOPRA <HANAPI> <LA ADE HANAPI>,16678366,"Form terisi (update=9, skip=9)",
20251210_164354,114,OK,SUBMIT,16678366,INDUSTRI PENGOLAHAN KOPRA <HANAPI> <LA ADE HANAPI>,16678366,Submit final sukses,
20251210_164355,114,OK,ROW_DONE,16678366,INDUSTRI PENGOLAHAN KOPRA <HANAPI> <LA ADE HANAPI>,16678366,Baris selesai diproses,
20251210_164401,115,OK,OPEN_TAB,16696958,INDUSTRI PENGOLAHAN KOPRA <SAHMAN> <SAHMAN>,16696958,Tab form baru terdeteksi (event page).,
20251210_164420,115,OK,FILL,16696958,INDUSTRI PENGOLAHAN KOPRA <SAHMAN> <SAHMAN>,16696958,"Form terisi (update=9, skip=9)",
20251210_164425,115,OK,SUBMIT,16696958,INDUSTRI PENGOLAHAN KOPRA <SAHMAN> <SAHMAN>,16696958,Submit final sukses,
20251210_164426,115,OK,ROW_DONE,16696958,INDUSTRI PENGOLAHAN KOPRA <SAHMAN> <SAHMAN>,16696958,Baris selesai diproses,
20251210_164432,116,OK,OPEN_TAB,16684606,INDUSTRI PENGOLAHAN KOPRA <HANAPI> <LA ADE HANAPI>,16684606,Tab form baru terdeteksi (event page).,
20251210_164452,116,OK,FILL,16684606,INDUSTRI PENGOLAHAN KOPRA <HANAPI> <LA ADE HANAPI>,16684606,"Form terisi (update=9, skip=9)",
20251210_164457,116,OK,SUBMIT,16684606,INDUSTRI PENGOLAHAN KOPRA <HANAPI> <LA ADE HANAPI>,16684606,Submit final sukses,
20251210_164458,116,OK,ROW_DONE,16684606,INDUSTRI PENGOLAHAN KOPRA <HANAPI> <LA ADE HANAPI>,16684606,Baris selesai diproses,
20251210_164505,117,OK,OPEN_TAB,16706008,INDUSTRI PENGOLAHAN KOPRA <SUHARLIY> <SUHARLIY>,16706008,Tab form baru terdeteksi (event page).,
20251210_164526,117,OK,FILL,16706008,INDUSTRI PENGOLAHAN KOPRA <SUHARLIY> <SUHARLIY>,16706008,"Form terisi (update=9, skip=9)",
20251210_164531,117,OK,SUBMIT,16706008,INDUSTRI PENGOLAHAN KOPRA <SUHARLIY> <SUHARLIY>,16706008,Submit final sukses,
20251210_164532,117,OK,ROW_DONE,16706008,INDUSTRI PENGOLAHAN KOPRA <SUHARLIY> <SUHARLIY>,16706008,Baris selesai diproses,
20251210_164542,118,OK,OPEN_TAB,16719958,INDUSTRI PENGOLAHAN KOPRA <BALDATUN> <BALDATUN>,16719958,Tab form baru terdeteksi (event page).,
20251210_164602,118,OK,FILL,16719958,INDUSTRI PENGOLAHAN KOPRA <BALDATUN> <BALDATUN>,16719958,"Form terisi (update=9, skip=9)",
20251210_164606,118,OK,SUBMIT,16719958,INDUSTRI PENGOLAHAN KOPRA <BALDATUN> <BALDATUN>,16719958,Submit final sukses,
20251210_164607,118,OK,ROW_DONE,16719958,INDUSTRI PENGOLAHAN KOPRA <BALDATUN> <BALDATUN>,16719958,Baris selesai diproses,
20251210_164614,119,OK,OPEN_TAB,12465538,ANGKUTAN TRANSPORTASI MOBIL PIC UP <TRI YANTO>,12465538,Tab form baru terdeteksi (event page).,
20251210_164634,119,OK,FILL,12465538,ANGKUTAN TRANSPORTASI MOBIL PIC UP <TRI YANTO>,12465538,"Form terisi (update=9, skip=9)",
20251210_164638,119,OK,SUBMIT,12465538,ANGKUTAN TRANSPORTASI MOBIL PIC UP <TRI YANTO>,12465538,Submit final sukses,
20251210_164639,119,OK,ROW_DONE,12465538,ANGKUTAN TRANSPORTASI MOBIL PIC UP <TRI YANTO>,12465538,Baris selesai diproses,
20251210_164646,120,OK,OPEN_TAB,13820211,INDUSTRI PENGOLAHAN KOPRA <RIDWAN> <RIDWAN.S.PD>,13820211,Tab form baru terdeteksi (event page).,
20251210_164706,120,OK,FILL,13820211,INDUSTRI PENGOLAHAN KOPRA <RIDWAN> <RIDWAN.S.PD>,13820211,"Form terisi (update=9, skip=9)",
20251210_164711,120,OK,SUBMIT,13820211,INDUSTRI PENGOLAHAN KOPRA <RIDWAN> <RIDWAN.S.PD>,13820211,Submit final sukses,
20251210_164712,120,OK,ROW_DONE,13820211,INDUSTRI PENGOLAHAN KOPRA <RIDWAN> <RIDWAN.S.PD>,13820211,Baris selesai diproses,
